name	mean	rank
Prochlorococcus_A sp003209585	1406930	species
Prochlorococcus_A sp003209655	1634928	species
Prochlorococcus_A sp003209675	1443471	species
Prochlorococcus_A sp003210135	1453684	species
Prochlorococcus_A sp003210155	1453179	species
Prochlorococcus_A sp003210285	1577724	species
Prochlorococcus_A sp003211135	1421661	species
Prochlorococcus_A sp003212395	1490193	species
Prochlorococcus_A sp003212755	1556541	species
Prochlorococcus_A sp003213235	1479330	species
Prochlorococcus_A sp003213375	1702619	species
Prochlorococcus_A sp003213955	1664652	species
Prochlorococcus_A sp003214085	1454284	species
Prochlorococcus_A sp003214175	1498119	species
Prochlorococcus_A sp003214295	1323692	species
Prochlorococcus_A sp003214315	1619825	species
Prochlorococcus_A sp003214355	1600365	species
Prochlorococcus_A sp003214815	1828325	species
Prochlorococcus_A sp003216135	1553528	species
Prochlorococcus_A sp003216355	1311270	species
Prochlorococcus_A sp003216415	1493356	species
Prochlorococcus_A sp003216465	1559102	species
Prochlorococcus_A sp003216535	1614457	species
Prochlorococcus_A sp003216615	1605846	species
Prochlorococcus_A sp003216635	1621210.6666666667	species
Prochlorococcus_A sp003216725	1403113	species
Prochlorococcus_A sp003216755	1522735	species
Prochlorococcus_A sp003216775	1635769	species
Prochlorococcus_A sp003216795	1668702	species
Prochlorococcus_A sp003216835	1533944	species
Prochlorococcus_A sp003216915	1416706	species
Prochlorococcus_A sp003278045	1300179	species
Prochlorococcus_A sp003278525	1457356	species
Prochlorococcus_A sp003278535	1463757.5	species
Prochlorococcus_A sp003278545	1648612	species
Prochlorococcus_A sp003278685	1369306.5	species
Prochlorococcus_A sp003278705	1554720.5	species
Prochlorococcus_A sp003278735	1583267	species
Prochlorococcus_A sp003278765	1354738	species
Prochlorococcus_A sp003278845	1424265.5	species
Prochlorococcus_A sp003278855	1505696	species
Prochlorococcus_A sp003278875	1409046	species
Prochlorococcus_A sp003278895	1303229	species
Prochlorococcus_A sp003278925	1517440	species
Prochlorococcus_A sp003278955	1335039	species
Prochlorococcus_A sp003279005	1411991	species
Prochlorococcus_A sp003279015	1592054	species
Prochlorococcus_A sp003279055	1557900	species
Prochlorococcus_A sp003279105	1463307	species
Prochlorococcus_A sp003279115	1415691	species
Prochlorococcus_A sp003279535	1171404	species
Prochlorococcus_A sp003279845	1499217	species
Prochlorococcus_A sp003279855	1661104	species
Prochlorococcus_A sp003279875	1415793	species
Prochlorococcus_A sp003279935	1489502	species
Prochlorococcus_A sp003279945	1546107	species
Prochlorococcus_A sp003280025	1694833	species
Prochlorococcus_A sp003280515	1379602	species
Prochlorococcus_A sp003280575	1524965	species
Prochlorococcus_A sp003280655	1467977	species
Prochlorococcus_A sp003280725	1402439	species
Prochlorococcus_A sp003280895	1393450	species
Prochlorococcus_A sp003280915	1559003	species
Prochlorococcus_A sp003280935	1363605	species
Prochlorococcus_A sp003280995	1464411.6666666667	species
Prochlorococcus_A sp003281165	1369540	species
Prochlorococcus_A sp003281185	1477666	species
Prochlorococcus_A sp003281225	1649271	species
Prochlorococcus_A sp003281255	1534788	species
Prochlorococcus_A sp003281315	1509006	species
Prochlorococcus_A sp003281335	1469081	species
Prochlorococcus_A sp003281365	1567557	species
Prochlorococcus_A sp003281385	1497472	species
Prochlorococcus_A sp003281405	1566220	species
Prochlorococcus_A sp003281455	1421082	species
Prochlorococcus_A sp003281485	1403792	species
Prochlorococcus_A sp003281505	1498306	species
Prochlorococcus_A sp003281525	1412937	species
Prochlorococcus_A sp003281585	1285259	species
Prochlorococcus_A sp003281605	1524652	species
Prochlorococcus_A sp003281625	1473772	species
Prochlorococcus_A sp003281645	1456849	species
Prochlorococcus_A sp003281685	1502555	species
Prochlorococcus_A sp003282425	1511323	species
Prochlorococcus_A sp902518475	1288578	species
Prochlorococcus_A sp902520485	1264408	species
Prochlorococcus_A sp902521995	1441653	species
Prochlorococcus_A sp902522795	1423623	species
Prochlorococcus_A sp902525075	1400812	species
Prochlorococcus_A sp902527105	1449637	species
Prochlorococcus_A sp902535175	1522417	species
Prochlorococcus_A sp902536725	1410508	species
Prochlorococcus_A sp902571335	1482711	species
Prochlorococcus_A sp902573565	1384389	species
Prochlorococcus_A sp902594875	1426997	species
Prochlorococcus_A sp902600475	1355609	species
Prochlorococcus_A sp902612005	1462164	species
Prochlorococcus_A sp902616385	1498417	species
Prochlorococcus_A sp902620895	1502962	species
Prochlorococcus_A sp902622625	1261235	species
Prochlorococcus_A sp902626525	1526586	species
Prochlorococcus_A sp902627335	1312475	species
Prochlorococcus_B marinus_A	1795147	species
Prochlorococcus_B marinus_B	1680572.75	species
Prochlorococcus_B sp000757865	1929203	species
Prochlorococcus_B sp003209755	1721468	species
Prochlorococcus_B sp003216175	1583466	species
Prochlorococcus_B sp003216275	1848560	species
Prochlorococcus_B sp003216375	1693497.5	species
Prochlorococcus_B sp003216575	1682785	species
Prochlorococcus_B sp003216595	1623424	species
Prochlorococcus_B sp003216715	1617585	species
Prochlorococcus_B sp003216815	1649700	species
Prochlorococcus_B sp003216955	1729312	species
Prochlorococcus_B sp003216975	1697147	species
Prochlorococcus_B sp003277985	1489406	species
Prochlorococcus_B sp003279565	1626188	species
Prochlorococcus_B sp003279585	1594446	species
Prochlorococcus_B sp003279615	1548023	species
Prochlorococcus_B sp003279635	1793697	species
Prochlorococcus_B sp003279655	1669193	species
Prochlorococcus_C marinus_B	2468184.6666666665	species
Prochlorococcus_C sp000760295	2583561.6666666665	species
Prochlorococcus_D marinus_B	1688963	species
Prochlorococcus_D sp000760175	1707342	species
Prochlorococcus_D sp003217035	1455911	species
Prochloron didemni	5686559	species
Prochloron sp018141785	3839796	species
Prochlorothrix hollandica	5585906	species
Profundibacter amoris	3558757	species
Profundibacter sp002352425	3197922	species
Profundibacter sp002748285	2579429	species
Profundibacter sp015488685	3393499	species
Profundibacter sp015494385	3042965	species
Profundibacterium mesophilum	3388134	species
Prolixibacter bellariivorans	5161696.666666667	species
Prolixibacter denitrificans	4748918.5	species
Prolixibacter sp009617875	5141405	species
Prolixibacter sp009617895	3963877	species
Prometheoarchaeum sp018238965	3851590	species
Prometheoarchaeum syntrophicum	4427796	species
Promicromonospora citrea	4989569	species
Promicromonospora kroppenstedtii	6025345	species
Promicromonospora panici	6575792	species
Promicromonospora soli	5378526	species
Promicromonospora sp003058225	6628814.5	species
Promicromonospora sukumoe	6512079	species
Promicromonospora sukumoe_A	5967089	species
Promicromonospora sukumoe_B	6151497	species
Promicromonospora thailandica	5953541	species
Promineofilum breve	5033966	species
Promineofilum sp014237545	5324421	species
Promineofilum sp016707605	5044159	species
Promineofilum sp018058545	3595251	species
Propionibacterium acidifaciens	2993945.25	species
Propionibacterium australiense	2993654.5	species
Propionibacterium cyclohexanicum	2808950	species
Propionibacterium freudenreichii	2584287.697674419	species
Propionibacterium sp900289195	2786628	species
Propionicicella superfundia	3623963	species
Propioniciclava sp012517965	3269458	species
Propioniciclava tarda	2979294	species
Propionicimonas paludicola	3262476	species
Propionicimonas sp001603275	3053133	species
Propionicimonas sp002413345	2507785	species
Propionicimonas sp002428365	2835092	species
Propionicimonas sp002482525	2945517	species
Propionicimonas sp002841335	2924197	species
Propionicimonas sp002843035	3840516	species
Propionicimonas sp009778535	1718263	species
Propionicimonas sp013791955	3014364.8666666667	species
Propionicimonas sp016717345	3041517	species
Propionicimonas sp017306015	4242603	species
Propionicimonas sp017882685	2985077	species
Propioniferax innocua	2789160	species
Propionimicrobium lymphophilum	2110122.6666666665	species
Propionimicrobium sp900155645	2010679	species
Propionispira arboris	4261607	species
Propionispira raffinosivorans	4134382	species
Propionispora hippei	4153026	species
Propionispora vibrioides	4433598	species
Propionivibrio aalborgensis	3747675.5	species
Propionivibrio dicarboxylicus	4534676	species
Propionivibrio limicola	3111318	species
Propionivibrio sp002304785	3840202	species
Propionivibrio sp003249625	3586122	species
Propionivibrio sp016705685	3394377	species
Propionivibrio sp016709335	4210130	species
Propionivibrio sp016790145	4047277	species
Propionivibrio sp017990155	3115643.5	species
Propionivibrio sp017995515	3564215	species
Propionivibrio sp018262095	4796982	species
Propionivibrio sp903886975	4034339	species
Propionivibrio sp903910495	4411016	species
Propionivibrio sp903916205	2245836	species
Propionivibrio sp907163075	5200415	species
Propylenella binzhouense	4703686	species
Propylenella sp900110915	4196045	species
Prosthecobacter debontii	6292356	species
Prosthecobacter dejongeii	5995932	species
Prosthecobacter fusiformis	5828112	species
Prosthecobacter gellanilyticus	7648353	species
Prosthecobacter sp002279765	7167848	species
Prosthecobacter sp002336895	6869499	species
Prosthecobacter sp002343505	5489722.75	species
Prosthecobacter sp002482965	7006419	species
Prosthecobacter sp003506995	6655857	species
Prosthecobacter sp014879935	7737555	species
Prosthecobacter sp015075365	6918426	species
Prosthecobacter sp016713035	6243297	species
Prosthecobacter sp016713245	7128469	species
Prosthecobacter sp016795375	4708304	species
Prosthecobacter sp016795465	6761549	species
Prosthecobacter sp017301975	6903401	species
Prosthecobacter sp017853885	4272830	species
Prosthecobacter sp019186985	5876093	species
Prosthecobacter sp903838675	7223883	species
Prosthecobacter sp903848465	5956307.666666667	species
Prosthecobacter sp903960845	5999499	species
Prosthecobacter vanneervenii	6662711	species
Prosthecochloris aestuarii	2498829.3333333335	species
Prosthecochloris ethylica	2435225.25	species
Prosthecochloris sp002113825	2292472	species
Prosthecochloris vibrioformis	2268085.25	species
Prosthecomicrobium pneumaticum	4652771	species
Prosthecomicrobium_A hirschii	6184300	species
Prosthecomicrobium_A sp018729455	6192307	species
Protaetiibacter intestinalis	3097107	species
Protaetiibacter larvae	2557894	species
Protaetiibacter sp001898835	3327404	species
Protaetiibacter sp003243275	3528893	species
Protaetiibacter sp003852775	2790120	species
Protaetiibacter sp004216815	3227094	species
Protaetiibacter sp008017545	2976585	species
Protaetiibacter sp011751905	2775745	species
Protaetiibacter sp014483895	2958807	species
Proteiniborus ethanoligenes	3161504	species
Proteiniborus sp002376545	4013480.5	species
Proteiniborus sp900095305	3120648	species
Proteiniclasticum ruminis	2945311.75	species
Proteiniclasticum ruminis_A	3173070	species
Proteiniclasticum sp003514505	2511863	species
Proteiniclasticum sp009930125	2611648	species
Proteiniclasticum sp017368455	3184189	species
Proteiniclasticum sp018128025	2985436	species
Proteiniphilum acetatigenes	4852970.5	species
Proteiniphilum saccharofermentans	4162010	species
Proteiniphilum sp001768325	3503631.8333333335	species
Proteiniphilum sp002305715	2756763	species
Proteiniphilum sp002383605	2798601.5	species
Proteiniphilum sp002398565	3807672	species
Proteiniphilum sp002408485	2943394.272727273	species
Proteiniphilum sp002410345	2940928.1764705884	species
Proteiniphilum sp002410825	3874486	species
Proteiniphilum sp003712195	4429412	species
Proteiniphilum sp011620695	1762187	species
Proteiniphilum sp012727735	3019349	species
Proteiniphilum sp012728155	2975359	species
Proteiniphilum sp012799155	2474917	species
Proteiniphilum sp012837345	2688472.6666666665	species
Proteiniphilum sp015478855	3296919	species
Proteiniphilum sp016649795	2440016	species
Proteiniphilum sp016839025	2846721	species
Proteiniphilum sp016916535	3468890	species
Proteiniphilum sp018433945	2313649	species
Proteocatella sphenisci	2411055	species
Proteus alimentorum	4021716.3333333335	species
Proteus cibarius	4052749.24	species
Proteus cibi	4103389.25	species
Proteus columbae	3957886	species
Proteus faecis	3860678.6666666665	species
Proteus hauseri	3672387.75	species
Proteus mirabilis	4005890.5272277226	species
Proteus mirabilis_B	4146059.3333333335	species
Proteus myxofaciens	3695744	species
Proteus penneri	3865434.625	species
Proteus sp001722135	4099877.6666666665	species
Proteus sp003144375	4273877.333333333	species
Proteus sp003144505	3818886.625	species
Proteus sp011046025	4408239	species
Proteus sp014897315	4176124	species
Proteus terrae	3968831	species
Proteus vulgaris	3999127.470588235	species
Proteus vulgaris_B	4278375.75	species
Proteus vulgaris_C	4130153	species
Protochlamydia amoebophila	2475028.6	species
Protochlamydia naegleriophila	2993251.5	species
Protochlamydia sp001545115	3424182	species
Protochlamydia sp013695355	3141149	species
Protoclostridium gallicola	1703815.3333333333	species
Protoclostridium sp017452405	1222837	species
Protoclostridium sp017531795	1129338	species
Protoclostridium sp017960845	1216203.5	species
Protoclostridium sp019113265	1541636	species
Protoclostridium sp900761765	1644369	species
Protoclostridium sp910587025	1561657	species
Protoclostridium stercorigallinarum	1650694	species
Providencia alcalifaciens	4054882.2608695654	species
Providencia alcalifaciens_A	3987146.6666666665	species
Providencia burhodogranariea	4579454	species
Providencia heimbachae	4237878.333333333	species
Providencia huaxiensis	4617432.090909091	species
Providencia rettgeri	4470346.769230769	species
Providencia rettgeri_A	4595177.263157895	species
Providencia rettgeri_D	4688998.290909091	species
Providencia rettgeri_E	4610225	species
Providencia rettgeri_F	3905114.3333333335	species
Providencia rustigianii	3897845.222222222	species
Providencia sneebia	3896123	species
Providencia sp003533305	4534248	species
Providencia stuartii	4391970.528301887	species
Providencia stuartii_A	4616609.75	species
Providencia stuartii_C	4897875.5	species
Providencia vermicola_A	4254433.75	species
Providencia_A siddallii	843819	species
PRS1 sp003650305	2837339	species
PRS1 sp003709165	2416480	species
PRUG sp002075085	558122	species
Pseudacidovorax intermedius	5975233	species
Pseudacidovorax intermedius_A	5546132	species
Pseudacidovorax sp900156165	5685444	species
Pseudacidovorax sp903864295	6443243.333333333	species
Pseudactinotalea caeni	4001341	species
Pseudactinotalea suaedae	4539704	species
Pseudactinotalea terrae	4758154	species
Pseudaestuariivita atlantica	4342642	species
Pseudaminobacter alhagi	6968952	species
Pseudaminobacter arsenicus	5448824	species
Pseudaminobacter camelthorni	7298447	species
Pseudaminobacter salicylatoxidans	4724602	species
Pseudaminobacter soli	6267176	species
Pseudaminobacter sp017874015	4973738	species
Pseudaminobacter sp900116595	6402777	species
Pseudaminobacter zhangyensis	6357320	species
Pseudanabaena biceps_A	5476421	species
Pseudanabaena biceps_B	5569051	species
Pseudanabaena frigida	5386752	species
Pseudanabaena sp001402795	5371072	species
Pseudanabaena sp001873375	3495288	species
Pseudanabaena sp002251945	5780027	species
Pseudanabaena sp002325645	4519811	species
Pseudanabaena sp002914585	5509651	species
Pseudanabaena sp003249015	4472112	species
Pseudanabaena sp003249035	4556816	species
Pseudanabaena sp003967015	5657972	species
Pseudanabaena sp006937785	5211636	species
Pseudanabaena sp014696345	4772465	species
Pseudanabaena sp014696355	4775075	species
Pseudanabaena sp014696385	3963696	species
Pseudanabaena sp014696925	5625565	species
Pseudanabaena sp016584665	5264835	species
Pseudanabaena sp903819605	5309988	species
Pseudanabaena yagii	5567508	species
Pseudarcicella hirudinis	6168047	species
Pseudarthrobacter chlorophenolicus	5000922.5	species
Pseudarthrobacter chlorophenolicus_A	4393679	species
Pseudarthrobacter enclensis	4201335.666666667	species
Pseudarthrobacter equi	4459178	species
Pseudarthrobacter liuii	4820831	species
Pseudarthrobacter luteus_A	4884585.5	species
Pseudarthrobacter nitrophenolicus	4502212	species
Pseudarthrobacter oxydans	4689826	species
Pseudarthrobacter phenanthrenivorans	4481701	species
Pseudarthrobacter phenanthrenivorans_B	4328053	species
Pseudarthrobacter polychromogenes	4506438.8	species
Pseudarthrobacter psychrotolerans	5170670	species
Pseudarthrobacter siccitolerans	4765168	species
Pseudarthrobacter sp000374865	4544210.333333333	species
Pseudarthrobacter sp000374905	4598121.8	species
Pseudarthrobacter sp001423525	4375549	species
Pseudarthrobacter sp001424565	4244508	species
Pseudarthrobacter sp001428075	4346402	species
Pseudarthrobacter sp001428335	4526559	species
Pseudarthrobacter sp001641125	4517044	species
Pseudarthrobacter sp001663775	4663437	species
Pseudarthrobacter sp002370555	3779248	species
Pseudarthrobacter sp002427975	3724025	species
Pseudarthrobacter sp002892835	4049730	species
Pseudarthrobacter sp002929215	4593089	species
Pseudarthrobacter sp002929755	4741916.5	species
Pseudarthrobacter sp002953935	4270237	species
Pseudarthrobacter sp003061105	4611749	species
Pseudarthrobacter sp003208335	4474317	species
Pseudarthrobacter sp003287955	4139264	species
Pseudarthrobacter sp004320525	5118715	species
Pseudarthrobacter sp005796185	3818763	species
Pseudarthrobacter sp005796205	4035682	species
Pseudarthrobacter sp005796225	4058324	species
Pseudarthrobacter sp006151685	4542919	species
Pseudarthrobacter sp006517815	4475618.5	species
Pseudarthrobacter sp006715165	4466944	species
Pseudarthrobacter sp006715225	4404006	species
Pseudarthrobacter sp006715285	4415912	species
Pseudarthrobacter sp006715295	4251511	species
Pseudarthrobacter sp006715305	4942454	species
Pseudarthrobacter sp009741265	4781388	species
Pseudarthrobacter sp013359725	4321192	species
Pseudarthrobacter sp014217545	4269744.5	species
Pseudarthrobacter sp018613675	4526431	species
Pseudarthrobacter sp018613805	4540836	species
Pseudarthrobacter sp900110595	4980059	species
Pseudarthrobacter sp900168295	4778788.333333333	species
Pseudarthrobacter sp900537115	4371930	species
Pseudarthrobacter sp902506025	4332777	species
Pseudarthrobacter sp902506095	4429628	species
Pseudarthrobacter sulfonivorans	4927723	species
Pseudarthrobacter sulfonivorans_A	5056151	species
Pseudarthrobacter ulcerisalmonis	3516484	species
Pseudescherichia sp002298805	4041253.888888889	species
Pseudescherichia sp002480085	4175280	species
Pseudescherichia sp002918705	4264108.333333333	species
Pseudescherichia vulneris	4353834.8	species
Pseudidiomarina aestuarii	2640771	species
Pseudidiomarina andamanensis	2414343	species
Pseudidiomarina aquimaris	2734308.5	species
Pseudidiomarina atlantica	2703110	species
Pseudidiomarina donghaiensis	2573753	species
Pseudidiomarina gelatinasegens	2472972	species
Pseudidiomarina halophila	2617409	species
Pseudidiomarina homiensis	2612526	species
Pseudidiomarina indica	2206361	species
Pseudidiomarina insulisalsae	2560959	species
Pseudidiomarina mangrovi	2469486	species
Pseudidiomarina marina	2377536	species
Pseudidiomarina maritima_A	2829096.5	species
Pseudidiomarina piscicola	2510096	species
Pseudidiomarina planktonica	2575029.5	species
Pseudidiomarina salinarum	2482394	species
Pseudidiomarina sediminum	2623617	species
Pseudidiomarina sp002279005	2102884	species
Pseudidiomarina sp002423905	1820243	species
Pseudidiomarina sp018222985	2443809	species
Pseudidiomarina tainanensis	2403954	species
Pseudidiomarina taiwanensis	2195789	species
Pseudidiomarina woesei	2437751	species
Pseudoalteromonas aliena	4508517.285714285	species
Pseudoalteromonas amylolytica	4855405.5	species
Pseudoalteromonas arabiensis	4230771.5	species
Pseudoalteromonas arctica	4587588.757575758	species
Pseudoalteromonas arctica_A	4109994	species
Pseudoalteromonas atlantica	4373497.666666667	species
Pseudoalteromonas aurantia	5636140.5	species
Pseudoalteromonas aurantia_A	4814770.666666667	species
Pseudoalteromonas byunsanensis	4743224	species
Pseudoalteromonas caenipelagi	5082770	species
Pseudoalteromonas carrageenovora	4563433.666666667	species
Pseudoalteromonas citrea	5434598	species
Pseudoalteromonas denitrificans	6094166	species
Pseudoalteromonas distincta	4537604.052631579	species
Pseudoalteromonas elyakovii	5399486	species
Pseudoalteromonas espejiana	4450821.5	species
Pseudoalteromonas fuliginea	4726263.333333333	species
Pseudoalteromonas gelatinilytica	4744518.166666667	species
Pseudoalteromonas haloplanktis	5034605	species
Pseudoalteromonas lipolytica	4473431.363636363	species
Pseudoalteromonas lipolytica_A	4685545.333333333	species
Pseudoalteromonas lipolytica_C	4666676	species
Pseudoalteromonas luteoviolacea	5960742.75	species
Pseudoalteromonas luteoviolacea_A	5483644	species
Pseudoalteromonas luteoviolacea_B	6152071.75	species
Pseudoalteromonas luteoviolacea_C	6005316.5	species
Pseudoalteromonas luteoviolacea_D	4046270	species
Pseudoalteromonas luteoviolacea_E	5948311.5	species
Pseudoalteromonas luteoviolacea_F	6362253.5	species
Pseudoalteromonas luteoviolacea_G	6157520.8	species
Pseudoalteromonas luteoviolacea_H	6019126	species
Pseudoalteromonas luteoviolacea_I	6514562	species
Pseudoalteromonas marina	4107732.1666666665	species
Pseudoalteromonas neustonica	4891206	species
Pseudoalteromonas nigrifaciens	4049429.4	species
Pseudoalteromonas peptidolytica	5125854.166666667	species
Pseudoalteromonas phenolica	4882072.75	species
Pseudoalteromonas phenolica_A	4626706.666666667	species
Pseudoalteromonas phenolica_B	4682891	species
Pseudoalteromonas piratica	4815987	species
Pseudoalteromonas piscicida	5358323	species
Pseudoalteromonas piscicida_A	5353971.333333333	species
Pseudoalteromonas piscicida_B	5156131	species
Pseudoalteromonas prydzensis	5086346.333333333	species
Pseudoalteromonas prydzensis_A	5126041	species
Pseudoalteromonas rhizosphaerae	5134273.705882353	species
Pseudoalteromonas rubra	6143755	species
Pseudoalteromonas rubra_A	5760706	species
Pseudoalteromonas rubra_B	5868966.5	species
Pseudoalteromonas rubra_D	5886718.333333333	species
Pseudoalteromonas rubra_E	5705219	species
Pseudoalteromonas rubra_F	5638232	species
Pseudoalteromonas ruthenica	4034135	species
Pseudoalteromonas shioyasakiensis	4693552	species
Pseudoalteromonas shioyasakiensis_A	4722159	species
Pseudoalteromonas sp000239855	4253936	species
Pseudoalteromonas sp000498095	4819076.666666667	species
Pseudoalteromonas sp001269985	5497581.666666667	species
Pseudoalteromonas sp001282135	5832232	species
Pseudoalteromonas sp001399975	4808051	species
Pseudoalteromonas sp001401805	4345805.2	species
Pseudoalteromonas sp001468485	4072608.5	species
Pseudoalteromonas sp001469215	4473740	species
Pseudoalteromonas sp001469895	4535949	species
Pseudoalteromonas sp001974855	3933089	species
Pseudoalteromonas sp001974875	4514106.8	species
Pseudoalteromonas sp002165575	4894540	species
Pseudoalteromonas sp002276045	5774532	species
Pseudoalteromonas sp002289345	5251709	species
Pseudoalteromonas sp002591815	5428644.5	species
Pseudoalteromonas sp002684115	4873740	species
Pseudoalteromonas sp002685175	4337658	species
Pseudoalteromonas sp002723455	4505067	species
Pseudoalteromonas sp002850255	5532580.6	species
Pseudoalteromonas sp002964665	4584268.5	species
Pseudoalteromonas sp002964705	3642594.5	species
Pseudoalteromonas sp002964765	3409748	species
Pseudoalteromonas sp002964785	3588956	species
Pseudoalteromonas sp003590335	5298647	species
Pseudoalteromonas sp004103285	5246575	species
Pseudoalteromonas sp005886535	5188689	species
Pseudoalteromonas sp008370255	4336094	species
Pseudoalteromonas sp009176705	4737839	species
Pseudoalteromonas sp011378855	4470333	species
Pseudoalteromonas sp013349995	4598207	species
Pseudoalteromonas sp014694405	5122414	species
Pseudoalteromonas sp018069805	4643030	species
Pseudoalteromonas sp018100905	3566445	species
Pseudoalteromonas sp018100985	4174088	species
Pseudoalteromonas sp018402495	3853405	species
Pseudoalteromonas spongiae	4850082	species
Pseudoalteromonas tetraodonis	4075041.703703704	species
Pseudoalteromonas translucida	4147593	species
Pseudoalteromonas tunicata	4973926	species
Pseudoalteromonas ulvae	4665971.5	species
Pseudoalteromonas undina	4077852.6428571427	species
Pseudoalteromonas viridis	5525208	species
Pseudoalteromonas xiamenensis	4563326	species
Pseudobacillus aerolatus	3929195	species
Pseudobacillus badius	4001485.875	species
Pseudobacillus sp003600835	4832247	species
Pseudobacillus wudalianchiensis	4379651	species
Pseudobacter ginsenosidimutans	7784734.5	species
Pseudobacter rhizosphaerae	6708514	species
Pseudobacter sp012927185	6115899	species
Pseudobacter sp017744805	5986324	species
Pseudobacter sp017849455	5509993	species
Pseudobacteriovorax antillogorgiicola	7273214	species
Pseudobacteriovorax sp013215145	7388915	species
Pseudobacteroides cellulosolvens	6754818.5	species
Pseudobdellovibrio exovorus	2657893	species
Pseudobdellovibrio qaytius	3348710	species
Pseudobdellovibrio sp001771815	2932452	species
Pseudobdellovibrio sp014376435	2761523	species
Pseudobdellovibrio sp014376935	3270856	species
Pseudobdellovibrio sp014378765	2867580	species
Pseudobdellovibrio sp014378775	2336795	species
Pseudobizionia ponticola	3159369.5	species
Pseudobutyricicoccus lothianensis	2615394	species
Pseudobutyricicoccus sp003477405	2729348.8333333335	species
Pseudobutyricicoccus sp016901775	2584430	species
Pseudobutyricicoccus sp910579575	2559152	species
Pseudobutyricicoccus sp910585875	2299652	species
Pseudobutyrivibrio fibrisolvens_A	3164379	species
Pseudobutyrivibrio ruminis	2914727.2	species
Pseudobutyrivibrio ruminis_A	2804489	species
Pseudobutyrivibrio ruminis_B	2912101	species
Pseudobutyrivibrio ruminis_C	3242535	species
Pseudobutyrivibrio ruminis_D	3329596.5	species
Pseudobutyrivibrio ruminis_E	3119534	species
Pseudobutyrivibrio ruminis_F	3421162	species
Pseudobutyrivibrio sp000621865	3086437	species
Pseudobutyrivibrio sp002309345	2757488	species
Pseudobutyrivibrio sp015057185	3253001	species
Pseudobutyrivibrio sp017471675	3103024	species
Pseudobutyrivibrio sp017557435	3024552.75	species
Pseudobutyrivibrio sp017557715	2785405	species
Pseudobutyrivibrio sp017934625	3164457	species
Pseudobutyrivibrio sp900100545	3385168	species
Pseudobutyrivibrio sp900104335	3242047	species
Pseudobutyrivibrio sp900107545	3660320	species
Pseudobutyrivibrio sp900112855	3035526.5714285714	species
Pseudobutyrivibrio sp900113655	3558369	species
Pseudobutyrivibrio sp902775195	2683538	species
Pseudobutyrivibrio xylanivorans	3420924	species
Pseudobutyrivibrio xylanivorans_A	3584491	species
Pseudobythopirellula maris	5067846	species
Pseudochelatococcus contaminans	4115407	species
Pseudochelatococcus lubricantis	4626792	species
Pseudochrobactrum asaccharolyticum	4403283.333333333	species
Pseudochrobactrum saccharolyticum	3926936.3	species
Pseudochrobactrum sp900470285	3929533	species
Pseudocitrobacter faecalis	4884386	species
Pseudocitrobacter sp000330845	4762179	species
Pseudocitrobacter sp008369545	5384220	species
Pseudoclavibacter alba	2176163	species
Pseudoclavibacter chungangensis	3971364.5	species
Pseudoclavibacter endophyticus	3257001.5	species
Pseudoclavibacter helvolus	3917174.6666666665	species
Pseudoclavibacter sp002931055	4117555.8181818184	species
Pseudoclavibacter sp002931075	4097181	species
Pseudoclavibacter sp002931555	3787425.6666666665	species
Pseudoclavibacter sp910822395	2360996	species
Pseudoclavibacter terrae	3915046.5	species
Pseudoclavibacter_A caeni	2065300	species
Pseudoclavibacter_A soli	2223047	species
Pseudoclavibacter_A sp008831235	2382638.3333333335	species
Pseudoclostridium thermosuccinogenes	4462319	species
Pseudocolwellia agarivorans	4626281	species
Pseudodesulfovibrio aespoeensis	3329838.285714286	species
Pseudodesulfovibrio brasiliensis	3565101	species
Pseudodesulfovibrio cashew	3909950	species
Pseudodesulfovibrio hydrargyri	4081579	species
Pseudodesulfovibrio indicus	3962609	species
Pseudodesulfovibrio mercurii	3858580	species
Pseudodesulfovibrio oxyclinae	3324581	species
Pseudodesulfovibrio piezophilus	3646098	species
Pseudodesulfovibrio profundus	3851391.5	species
Pseudodesulfovibrio senegalensis	3365778	species
Pseudodesulfovibrio sp004025585	3678351	species
Pseudodesulfovibrio sp008001235	3886744	species
Pseudodesulfovibrio sp009729555	3227153	species
Pseudodesulfovibrio sp010468615	3570590	species
Pseudodesulfovibrio sp012516435	4082342	species
Pseudodesulfovibrio sp015709315	3278183	species
Pseudodesulfovibrio sp016342345	4152317	species
Pseudodesulfovibrio sp016744135	3969077	species
Pseudodesulfovibrio sp017351175	3968327	species
Pseudodesulfuromonas sp016936455	2538858	species
Pseudodesulfuromonas thiophila	2789967	species
Pseudodonghicola xiamenensis	4759979	species
Pseudoduganella albidiflava	7417852	species
Pseudoduganella aquatica_A	6651328	species
Pseudoduganella armeniaca	6337491	species
Pseudoduganella buxea	6350376	species
Pseudoduganella dura	6924413	species
Pseudoduganella eburnea	6042215	species
Pseudoduganella flava	6900326	species
Pseudoduganella ginsengisoli	7031378	species
Pseudoduganella guangdongensis	5722793	species
Pseudoduganella haloabium	6503404.5	species
Pseudoduganella lurida	6000972	species
Pseudoduganella lutea	7504949	species
Pseudoduganella namucuonensis	8489111	species
Pseudoduganella plicata	5866431.5	species
Pseudoduganella sp001191005	6361416	species
Pseudoduganella sp001425005	6561071.5	species
Pseudoduganella sp001425045	7207331	species
