rank	genome_size
Tsukamurella conjunctivitidis	4942472
Tsukamurella paurometabola	4479742
Tsukamurella paurometabola_A	4698699
Tsukamurella pseudospumae	5072691
Tsukamurella pulmonis	4695890.2
Tsukamurella sp000312385	4503402
Tsukamurella sp903970215	4992893
Tsukamurella spumae	4461018
Tsukamurella sputi	4810120
Tsukamurella tyrosinosolvens	4993278.285714285
Williamsia arboriphila	5748440.5
Williamsia faeni	5618169
Williamsia limnetica	6353494
Williamsia muralis	5533039
Williamsia muralis_A	6398460
Williamsia sp002095395	5981782
Williamsia sp002095435	6251625
Williamsia_A herbipolensis	4655801
Williamsia_A phyllosphaerae	4809572
Williamsia_B sterculiae	4441008
X156 sp004006015	3723718
YC2-7 sp008297975	5660905
YC2-7 sp012932915	6760149
Nakamurella deserti	4625266
Nakamurella endophytica	4937361
Nakamurella flava	4843278
Nakamurella lactea	5820860
Nakamurella multipartita	6060298
Nakamurella panacisegetis	5013970
Nakamurella silvestris	5430123
Nakamurella sp001897425	4475503
Nakamurella sp003860405	3377955
Nakamurella sp009707545	6051944
Nakamurella sp013002705	4347333
Nakamurella sp014303395	5629850
Actinoalloteichus cyanogriseus	6272694
Actinoalloteichus fjordicus	7198119.5
Actinoalloteichus hoggarensis	6596347.5
Actinoalloteichus hymeniacidonis	6306296.5
Actinoalloteichus spitiensis	5706534
Actinocrispum wychmicini	12011259
Actinokineospora alba	7276892.333333333
Actinokineospora auranticolor	8431890
Actinokineospora bangkokensis	7453713
Actinokineospora enzanensis	8119858
Actinokineospora fastidiosa	7042850
Actinokineospora inagensis	7278759
Actinokineospora iranica	6578763
Actinokineospora mzabensis	7538039.5
Actinokineospora sp009745975	6439512
Actinokineospora sp014323725	6813329
Actinokineospora sp900070365	7405112
Actinokineospora terrae	7602029.5
Actinomycetospora chiangmaiensis	5861079
Actinomycetospora cinnamomea	5971662
Actinomycetospora corticicola	6166488
Actinomycetospora sp012933465	6521412
Actinomycetospora sp902805495	4303306
Actinomycetospora succinea	6465222
Actinophytocola algeriensis	9733683
Actinophytocola oryzae	10706011
Actinophytocola sp009379765	8357505
Actinophytocola xanthii	8345635
Actinophytocola xinjiangensis	9535536
Actinopolyspora alba	5240643
Actinopolyspora biskrensis	4949786
Actinopolyspora erythraea	5301914.5
Actinopolyspora halophila	5353291
Actinopolyspora mortivallis	4284601
Actinopolyspora mzabensis	5004253
Actinopolyspora righensis	5001704.5
Actinopolyspora saharensis	4786356.333333333
Actinopolyspora sp006716775	5042623
Actinopolyspora xinjiangensis	5038150
Actinosynnema australiense	7861373
Actinosynnema carneum	9111086
Actinosynnema coeruleofusca	7692265
Actinosynnema deserti	10832261
Actinosynnema ecbatanensis	9689237
Actinosynnema espanaense	9360653
Actinosynnema mirum	8294205
Actinosynnema pretiosum	8118554.5
Actinosynnema saharense	8924967
Actinosynnema sp000716595	8934493
Actinosynnema sp001280085	10896489
Actinosynnema sp001984175	10300059
Actinosynnema syringae	10906170.5
Actinosynnema tamanrassetensis	8053586
Actinosynnema texasense	9178199
Actinosynnema variisporeum	9408895
Actinosynnema violaceirubra	7354386
Allokutzneria albata	8541222
Allokutzneria sp002155965	8186895
Amycolatopsis acidicola	9465182
Amycolatopsis acidiphila	8099226
Amycolatopsis alba	9676287.5
Amycolatopsis albispora	9121443
Amycolatopsis alkalitolerans	6781179
Amycolatopsis anabasis	10940472
Amycolatopsis antarctica	6342753
Amycolatopsis australiensis	9312140
Amycolatopsis azurea	9220681.5
Amycolatopsis balhimycina	10828182
Amycolatopsis bartoniae	7788717.666666667
Amycolatopsis benzoatilytica	8704271
Amycolatopsis bullii	9379520
Amycolatopsis circi	9804613
Amycolatopsis coloradensis	9049490
Amycolatopsis decaplanina	8533276
Amycolatopsis deserti	7743013
Amycolatopsis echigonensis	9488447.5
Amycolatopsis endophytica	7197368
Amycolatopsis granulosa	5623989
Amycolatopsis japonica	9057863.5
Amycolatopsis jejuensis	10103604
Amycolatopsis jiangsuensis	8047834
Amycolatopsis kentuckyensis	10183912
Amycolatopsis keratiniphila	9177137.4
Amycolatopsis lexingtonensis	10536026
Amycolatopsis lurida	8992137
Amycolatopsis mediterranei	10228827.857142856
Amycolatopsis methanolica	7217125.5
Amycolatopsis nigrescens	9111009
Amycolatopsis nivea	9651489.666666666
Amycolatopsis oliviviridis	9448616
Amycolatopsis orientalis	9276723
Amycolatopsis orientalis_D	8920384
Amycolatopsis pithecelloba	7899446
Amycolatopsis pretoriensis	10205699
Amycolatopsis regifaucium	8281215.666666667
Amycolatopsis rhizosphaerae	7666057
Amycolatopsis rifamycinica	9202418
Amycolatopsis rubida	9996341.75
Amycolatopsis saalfeldensis	9861953
Amycolatopsis sacchari	7587467
Amycolatopsis sp000231075	8394307
Amycolatopsis sp002796545	9174234
Amycolatopsis sp002849735	9462858.5
Amycolatopsis sp002904295	10162752
Amycolatopsis sp002904335	10492049
Amycolatopsis sp003937945	10230128
Amycolatopsis sp003947415	9039711.666666666
Amycolatopsis sp003977855	8731824
Amycolatopsis sp009429145	10352908
Amycolatopsis sp012328925	8503200
Amycolatopsis sp013364075	10972864
Amycolatopsis sp013870525	8424322
Amycolatopsis sp014145675	9690793
Amycolatopsis sp902497555	10560374
Amycolatopsis suaedae	7543886
Amycolatopsis sulphurea	6917324
Amycolatopsis taiwanensis	8777509
Amycolatopsis thailandensis	9348263
Amycolatopsis thermalba	7275024.5
Amycolatopsis thermoflava	8459481
Amycolatopsis tolypomycina	10363431
Amycolatopsis umgeniensis	9225930
Amycolatopsis vancoresmycina	9437073.5
Amycolatopsis vastitatis	10670026
Amycolatopsis viridis	5684261
Amycolatopsis xylanica	9406090
Amycolatopsis_C halophila	5551297
Amycolatopsis_C sp009377385	5107440
Amycolatopsis_C sp009377395	4694885
Amycolatopsis_C sp009377475	5267529
Amycolatopsis_C sp009379975	4736794
Amycolatopsis_D cihanbeyliensis	7435439
Amycolatopsis_D marina	7020699
Amycolatopsis_D palatopharyngis	7012383
AN110305 sp008386585	9295578
Crossiella cryophila	10058141
Crossiella equi	9085242
Gandjariella thermophila	6115205
GCA-003244245 sp003244055	4629651
GCA-003244245 sp003244245	4471982
Goodfellowiella coeruleoviolacea	9389957
Haloechinothrix alba	4744155
Haloechinothrix sp013450155	4842419
Halopolyspora algeriensis	4546219
Herbihabitans rhizosphaerae	6627535
Kibdelosporangium aridum	12276125
Kibdelosporangium phytohabitans	11759770
Kibdelosporangium sp000720375	12419668
Kibdelosporangium sp000826545	11752342
Kibdelosporangium sp001984155	11712314
Kibdelosporangium sp013280595	10350595
Kutzneria buriramensis	11968322
Kutzneria kofuensis	10435448
Kutzneria sp000568255	11646492
Kutzneria viridogrisea	10062284
Labedaea rhizosphaerae	8317180
Lentzea aerocolonigenes	10673441
Lentzea aerocolonigenes_A	10250719
Lentzea albida	9441135
Lentzea albidocapillata	8640983
Lentzea atacamensis	9417901.5
Lentzea cavernae	9738650
Lentzea flava	9721257
Lentzea flaviverrucosa	9470999
Lentzea fradiae	8508028
Lentzea guizhouensis	9997872
Lentzea indica	9967719
Lentzea jiangxiensis	8591279
Lentzea kentuckyensis	10210611
Lentzea pudingi	9209394
Lentzea sp001279525	9869396
Lentzea sp007845675	9370857
Lentzea sp011067745	10211123
Lentzea terrae	10581732
Lentzea violacea	8671075
Lentzea waywayandensis	10153412
Lentzea xinjiangensis	8684108
Longimycelium tulufanense	6828786
Pseudonocardia acaciae	9931328
Pseudonocardia alni	6222029.6
Pseudonocardia ammonioxydans	7361511
Pseudonocardia asaccharolytica	5040844.5
Pseudonocardia autotrophica	7461644.25
Pseudonocardia autotrophica_A	8023843
Pseudonocardia bannensis	6211542
Pseudonocardia cypriaca	8279222
Pseudonocardia dioxanivorans	7144912.333333333
Pseudonocardia endophytica	7567994
Pseudonocardia eucalypti	9624083
Pseudonocardia hierapolitana	8856958
Pseudonocardia hydrocarbonoxydans	5290052
Pseudonocardia kunmingensis	9138787
Pseudonocardia oroxyli	6111570
Pseudonocardia sediminis	6612042
Pseudonocardia sp001294645	6563117.857142857
Pseudonocardia sp001420995	6664048.333333333
Pseudonocardia sp001698125	6680451
Pseudonocardia sp001725415	7172776
Pseudonocardia sp001899645	7090563
Pseudonocardia sp001942185	9203094
Pseudonocardia sp001942415	7125388
Pseudonocardia sp002262885	10179404
Pseudonocardia sp002583555	6542330
Pseudonocardia sp012911935	7160315
Pseudonocardia sp013155125	7287435
Pseudonocardia sp013695005	2998131
Pseudonocardia sp014235185	6490139
Pseudonocardia sp014267175	6241701
Pseudonocardia spinosispora	9537556
Pseudonocardia sulfidoxydans	6576285
Pseudonocardia thermophila	6098214
Pseudonocardia xinjiangensis	7765991
QZFT01 sp003600225	7614010
Saccharomonospora amisosensis	5534940
Saccharomonospora azurea	4868789.5
Saccharomonospora cyanea	5408301
Saccharomonospora endophytica	7911715
Saccharomonospora glauca	4564108
Saccharomonospora halophila	3685023
Saccharomonospora iraqiensis	3895973
Saccharomonospora isguenensis	4952010
Saccharomonospora marina	5965593
Saccharomonospora marina_A	6978845.666666667
Saccharomonospora muralis	7473082.5
Saccharomonospora paurometabolica	4669397
Saccharomonospora piscinae	4899803.666666667
Saccharomonospora rugosa	5275562
Saccharomonospora saliphila	4030889
Saccharomonospora sediminis	5727162
Saccharomonospora shujinwangii	6105433
Saccharomonospora sp001942305	5421117
Saccharomonospora sp003202235	8097838
Saccharomonospora viridis	4306970.333333333
Saccharomonospora xinjiangensis	4744829
Saccharopolyspora antimicrobica	8242753.5
Saccharopolyspora dendranthemae	6410624
Saccharopolyspora erythraea	8122977.25
Saccharopolyspora flava	6291299
Saccharopolyspora gloriosae	6825909
Saccharopolyspora hirsuta	7549392
Saccharopolyspora hordei	5783988
Saccharopolyspora jiangxiensis	7784449.666666667
Saccharopolyspora phatthalungensis	8827846.5
Saccharopolyspora rectivirgula	3969259.5
Saccharopolyspora shandongensis	10151409
Saccharopolyspora sp003931915	5824618
Saccharopolyspora sp004348435	6661903.5
Saccharopolyspora sp004348445	6008184
Saccharopolyspora sp004348985	10298286
Saccharopolyspora sp012277335	8045912
Saccharopolyspora spinosa	8826333.666666666
Saccharopolyspora subtropica	5359807
Saccharopolyspora_A lacisalsi	5373782
Saccharopolyspora_B coralli	4832009
Sciscionella marina	8536451
Sciscionella sp000737195	7420343
Streptoalloteichus hindustanus	7279383
Tamaricihabitans halophyticus	6397398
Tamaricihabitans sp009379845	6104142
Thermocrispum agreste	4175876.5
Thermocrispum municipale	4526423
Umezawaea tangerina	10685010
WHSY01 sp009377865	3999782
WHSY01 sp009379815	5438277
Yuhushiella deserti	5978807.5
QHCA01 sp003244095	3851730
QHCD01 sp003244255	3019537
JABFVL01 sp013362805	3047422
QHCE01 sp003243955	2424133
SCTD01 sp004299215	3214572
SCTD01 sp902805775	3457589
SCTD01 sp902805805	3104157
AcAMD-5 sp002293025	1179217
AcAMD-5 sp009704345	1165340
ATZT02 sp000428345	946132
ATZT02 sp005789325	876368.5
ATZT02 sp014190035	1260908
CAIKAW01 sp903825575	2109537.5714285714
CAIYMF01 sp009699025	2352236.5
CAIYMF01 sp903927265	3667950
WLRQ01 sp009697815	2311391
WLRQ01 sp903826575	2927317.3333333335
WLRQ01 sp903918645	3041018.6
FW305-bin1 sp004297305	2677976
CAIWTL01 sp903915555	3233983
GCA-2699445 sp002699445	2400453
AAA044-D11 sp000485495	1154578
AAA044-D11 sp002340925	1177465
AAA044-D11 sp002367715	1193714.5
AAA044-D11 sp007280395	1223036
AAA044-D11 sp009698045	1113388.7142857143
AAA044-D11 sp009701525	971224
AAA044-D11 sp009701575	1168369
AAA044-D11 sp009702205	1010828
AAA044-D11 sp009705075	906474
AAA044-D11 sp009726125	1294257.8333333333
AAA044-D11 sp903822245	1317093
AAA044-D11 sp903836945	1261208.2727272727
AAA044-D11 sp903838035	1344813.125
AAA044-D11 sp903842675	1232702.6315789474
AAA044-D11 sp903871555	1294198.8181818181
AAA044-D11 sp903875815	1408829
AAA044-D11 sp903898855	1573127
AAA044-D11 sp903919375	1163384.25
AAA044-D11 sp903938735	1248077.4
CAIMZW01 sp903846075	1758095.8
CAIMZW01 sp903850565	2024515.3333333333
CAIMZW01 sp903873185	1626449
GCA-2737595 sp002737595	1307667
GCA-2737595 sp009702245	1624834.6
GCA-2737595 sp009917815	1855349.5
GCA-2737595 sp903844855	1812749
GCA-2737595 sp903863015	1835889.142857143
IMCC26077 lacus_A	1353315
IMCC26077 sp002284915	1551612
IMCC26077 sp005787645	1223136
MAG-120802 sp002347935	1006099.7142857143
MAG-120802 sp003569145	943393
MAG-120802 sp005777515	926499.6666666666
MAG-120802 sp009924185	851958
MAG-120802 sp009927705	1124575.5
MAG-120802 sp010023045	1207189.1666666667
MAG-120802 sp010032085	1286716.3333333333
MAG-120802 sp010032125	938564
Nanopelagicus abundans	1161863
Nanopelagicus hibericus	1223088
Nanopelagicus limnes	1238108
Nanopelagicus sp000294575	998438.5
Nanopelagicus sp000378865	944397
Nanopelagicus sp000383815	966562
Nanopelagicus sp001437855	923227.75
Nanopelagicus sp003569185	868086
Nanopelagicus sp005793655	916202
Nanopelagicus sp009691185	1081859
Nanopelagicus sp009698515	849380.5
Nanopelagicus sp009700155	811233.6666666666
Nanopelagicus sp009702465	890735
Nanopelagicus sp009704285	672957
Nanopelagicus sp009705675	627301.5
Nanopelagicus sp010030895	991144.5
Nanopelagicus sp903892335	1255686
Nanopelagicus sp903897475	1031162.3333333334
OMHY01 sp900298985	1349370
PALSA-747 sp003151395	1849696
PALSA-747 sp903821145	1224733.5
PALSA-747 sp903825945	1187753
PALSA-747 sp903827345	1267304.5
PALSA-747 sp903827945	1476861.9
PALSA-747 sp903834515	1391417.5
PALSA-747 sp903838295	1414850
PALSA-747 sp903839355	1191025
PALSA-747 sp903842855	1437022
PALSA-747 sp903843225	1221868.9
PALSA-747 sp903844115	1366488.2
PALSA-747 sp903852585	1325958.25
PALSA-747 sp903854185	1450879
PALSA-747 sp903867285	1271166.8333333333
PALSA-747 sp903891755	1307939
PALSA-747 sp903895995	1274106.375
PALSA-747 sp903897155	1026806.431372549
PALSA-747 sp903898555	1455566.4444444445
PALSA-747 sp903899145	845918
PALSA-747 sp903899375	1408367.6440677966
PALSA-747 sp903907665	1756330.3333333333
PALSA-747 sp903916385	1257989.3
PALSA-747 sp903916775	1233739
PALSA-747 sp903928395	1676112.6666666667
PALSA-747 sp903932695	1215793
PALSA-747 sp903932705	1360528
PALSA-747 sp903933585	1466416.25
PALSA-747 sp903953805	1294357.6
Planktophila dulcis	1358576.3333333333
Planktophila lacus	1418326.6666666667
Planktophila limnetica	1180642.2
Planktophila sp000372185	1138490
Planktophila sp000378885	1284257.6666666667
Planktophila sp001438925	1155903.4
Planktophila sp002284855	1353947
Planktophila sp002284875	1456516
Planktophila sp002284895	1506415
Planktophila sp002430075	1222614
Planktophila sp003569265	970338.5
Planktophila sp005789205	1072144
Planktophila sp005800815	1270790.25
Planktophila sp007279945	1327115
Planktophila sp009691135	1139282
Planktophila sp009691145	1083458
Planktophila sp009694515	944327.5
Planktophila sp009698295	1142245.5
Planktophila sp009698445	1389791.3333333333
Planktophila sp009698675	1331772
Planktophila sp009698815	1347771.3
Planktophila sp009698845	1207875
Planktophila sp009698975	1076680
Planktophila sp009699165	1434800.75
Planktophila sp009699575	1390594
Planktophila sp009699645	1074175
Planktophila sp009699765	1242152
Planktophila sp009699795	907431
Planktophila sp009699825	1005836.6666666666
Planktophila sp009700025	1379376
Planktophila sp009700365	934900
Planktophila sp009700715	881926
Planktophila sp009701085	816475.5
Planktophila sp009701185	1367022.3333333333
Planktophila sp009701945	819781.5
Planktophila sp009702525	1197179.5
Planktophila sp009702835	1089954.3333333333
Planktophila sp009702845	1113349
Planktophila sp009702925	1065954.6666666667
Planktophila sp009702965	1122799
Planktophila sp009703165	967987
Planktophila sp009704445	955234
Planktophila sp009704505	1065372
Planktophila sp009704515	1168815
Planktophila sp009705025	916034
Planktophila sp009705035	1247980.5
Planktophila sp009705165	963788
Planktophila sp009705185	978336
Planktophila sp009705235	1021052
Planktophila sp009706135	865494
Planktophila sp009726135	1349023.8333333333
Planktophila sp009923805	1247928
Planktophila sp009924725	1305500
Planktophila sp010024385	1384270.1538461538
Planktophila sp010032875	1315562
Planktophila sp013205535	952440.5
Planktophila sp014190015	1254548
Planktophila sp903820565	1232376
Planktophila sp903825015	1284613.5
Planktophila sp903832395	1533106.5
Planktophila sp903839585	1017830
Planktophila sp903844585	1363526
Planktophila sp903845465	1159809.8
Planktophila sp903852815	1630537
Planktophila sp903852955	1346119
Planktophila sp903858325	1398314
Planktophila sp903865885	1132763
Planktophila sp903874255	1526276.25
Planktophila sp903890345	1019204.5
Planktophila sp903893085	1344769
Planktophila sp903894425	1532715
Planktophila sp903901905	1439030
Planktophila sp903904665	1353687
Planktophila sp903918325	1224734.75
Planktophila sp903920065	1188665
Planktophila sp903921405	1372050.6666666667
Planktophila sp903922325	1412902
Planktophila sp903922745	1160249
Planktophila sp903932885	1082765.5
Planktophila sp903939005	1203569
Planktophila sp903954055	1366157.2
Planktophila sulfonica	1344614
Planktophila vernalis	1364004
Planktophila versatilis	1312500.75
QYPT01 sp007280125	1862767
QYPT01 sp009698615	1432576.111111111
QYPT01 sp009699205	1354994.4
QYPT01 sp009699375	950024.75
QYPT01 sp009700405	1307792.888888889
QYPT01 sp014377015	1722433
QYPT01 sp903822425	1463169
QYPT01 sp903834145	1721202.956521739
QYPT01 sp903834705	1168182.2142857143
QYPT01 sp903924485	1963789
QYPT01 sp903928745	1651903
SYAN01 sp005787575	1235354
SYAN01 sp009704555	858952
SYAN01 sp010028225	1454796.5
UBA3012 sp002346305	1187650.5
UBA3012 sp009694285	1281041
UBA3012 sp009701305	1435593.6666666667
UBA3012 sp010031635	1637655
UBA3012 sp014190175	1958045
UBA3012 sp903902965	1514518.5
UBA7398 sp002470135	1255241
UBA7398 sp009927575	1408276
UBA7398 sp013205455	1066263
UBA7398 sp014190155	1371365
UBA7398 sp903878415	1162376.7368421052
WLQV01 sp009697555	871813.5
CAIKZY01 sp903832025	2213603
CAINMH01 sp009699315	2126282
CAINMH01 sp903850745	2565195
CAIXFB01 sp903918595	2457086
GCA-2737125 sp002737125	1259439
GCA-2737125 sp005798555	2045230
GCA-2737125 sp009694585	1686946
GCA-2737125 sp009700485	1929825
GCA-2737125 sp009702725	1449200.5
GCA-2737125 sp014190275	2245435
GCA-2737125 sp903960135	2351771.6578947366
Mxb001 sp004379115	2973384
Mxb001 sp903848435	2402331.5
Mxb001 sp903909555	2917037.5
Mxb001 sp903954205	2554974.0714285714
S36-B12 sp002694095	1896477.3333333333
S36-B12 sp002728915	1468140
S36-B12 sp002729215	1699470.5555555555
S36-B12 sp010029945	1875099
S36-B12 sp012103605	2230543
UBA10649 sp003456155	2613753
UBA10649 sp903908025	3225726.3333333335
UBA10649 sp903934925	2687373.5
UBA10649 sp903940375	3127855
UBA11398 sp003506065	1625896
UBA11398 sp009699465	1590597.6666666667
UBA11398 sp009699705	1803993.5
UBA4592 sp002365735	1909127.5
UBA4592 sp002390705	1787840
UBA4592 sp002469525	1913332
UBA6154 sp002422375	822813
UBA6154 sp903896585	2385128
WLND01 sp009699015	3701781.5
WLND01 sp009726075	2082913
UBA10799 sp003452655	3208935
AcAMD-2 sp000754455	973534
AcAMD-2 sp903920865	1604185.4
AcAMD-2 sp903922115	1525052
UBA12327 sp003529305	1371451
RFTO01 sp009918865	1505458
RFTO01 sp009923375	1548192
UBA5976 sp002430405	1308540
UBA5976 sp009698575	1555323
UBA5976 sp009702945	1063351
UBA5976 sp009885745	1451345
UBA5976 sp009918005	1517321
UBA5976 sp009923495	1420986
UBA5976 sp903892635	1602318.5
UBA5976 sp903907835	1471835
UBA5976 sp903925705	1452637
UBA5976 sp903951185	1337126.5
CSBr16-57R1 sp007116505	1019068
CSSed11-175R1 sp003563915	3448536.75
CSSed11-175R1 sp007120465	3260156
CSSed11-175R1 sp007120565	2981533
CSSed11-175R1 sp007136095	3025826
Egicoccus halophilus	3973807
Nitriliruptor alkaliphilus	5558097
PWLR01 sp003558435	3892651
SKJO01 sp007121975	2928287
SKJO01 sp007134165	3507005.75
SKLC01 sp007123425	2675726
SKLC01 sp007130695	2961840
SKTG01 sp007118045	3841588
SKTG01 sp007120485	3119288.5
SKTG01 sp007121785	3691533
SKTG01 sp007122985	3192115
SLDB01 sp007125475	2758087
SLMP01 sp007133465	3002110.6666666665
T1Sed10-7 sp003554005	3079885
T1Sed10-7 sp003561535	3186926.875
T1Sed10-7 sp003565155	3518968
T1Sed10-7 sp007117945	2881142
T1Sed10-7 sp007131525	2678284.5
Actinopolymorpha alba	7983713
Actinopolymorpha cephalotaxi	6840723
Actinopolymorpha rutila	6952820
Actinopolymorpha singaporensis	6403669
Thermasporomyces composti	4415508.5
Kribbella albertanoniae	9727339
Kribbella amoyensis	8120218
Kribbella antibiotica	9279240
Kribbella catacumbae	9627810
Kribbella flavida	7579488
Kribbella italica	8885108
Kribbella jejuensis	7505702
Kribbella pittospori	9491812
Kribbella qitaiheensis	8156807
Kribbella sandramycini	8112866
Kribbella shirazensis	8596726
Kribbella sindirgiensis	9017362.666666666
Kribbella solani	7851691
Kribbella soli	8785001
Kribbella soli_A	8637800
Kribbella sp001984195	8101914
Kribbella sp003261635	8028932
Kribbella sp004216905	8427108
Kribbella sp004331485	8831527
Kribbella sp004342025	9146758
Kribbella sp004345365	9115323.333333334
Kribbella sp004345665	8102898
Kribbella sp004348725	7447142
Kribbella sp004361855	9457695
Kribbella sp004365175	8032448
Kribbella sp004365355	8365383
Kribbella sp004365875	8322687
Kribbella sp004366075	8517655.666666666
Kribbella sp005233875	8659701
Kribbella sp010548305	8518604
Aeromicrobium camelliae	3063801
Aeromicrobium choanae	3422026
Aeromicrobium endophyticum	3368070
Aeromicrobium erythreum	3522171.8333333335
Aeromicrobium fastidiosum	3920227
Aeromicrobium flavum	3090412
Aeromicrobium ginsengisoli	4005926
Aeromicrobium marinum	3079840
Aeromicrobium massiliense	3322119
Aeromicrobium sp000471045	3000939
Aeromicrobium sp001423335	3466643.6
Aeromicrobium sp001425755	3874254
Aeromicrobium sp001426485	3707866
Aeromicrobium sp001426755	3575694
Aeromicrobium sp001428805	3919167
Aeromicrobium sp002174305	3999456
Aeromicrobium sp002476985	3276847.5
Aeromicrobium sp003065605	3716528.5
Aeromicrobium sp003443875	3446585
Aeromicrobium sp003586285	4029279
Aeromicrobium sp004336805	3314464
Aeromicrobium sp005788575	3223861
Aeromicrobium sp007421815	3756209
Aeromicrobium sp008017265	1861791
Aeromicrobium sp008039565	3135224
Aeromicrobium sp009649075	3632527
Aeromicrobium sp012513165	1503228
Aeromicrobium sp013283745	3682204
Aeromicrobium sp014334735	3133320.6666666665
Aeromicrobium sp014377785	5016813
Aeromicrobium sp014378035	4229885
Aeromicrobium sp902506105	4189531
Aeromicrobium tamlense	3367060
JABFXA01 sp013361955	4175332
JACCUS01 sp013811715	3069003
JACCVL01 sp013696365	2632056
JACCVL01 sp013698185	2253803
JACCWP01 sp013697585	2941642
JACCXZ01 sp013696745	2607476
JACCYJ01 sp013696015	2296766
JACCYJ01 sp013696555	2802062
JACCZJ01 sp013696065	2576970
JACCZJ01 sp013696975	1883594
JACCZJ01 sp013813125	1797726
JACCZT01 sp013695785	2081264
JACDHG01 sp013697905	2878447
JACDHG01 sp013698435	2579839
JACDHG01 sp013821195	2461812
Marmoricola aequoreus	4163496
Marmoricola aurantiacus	4060008
Marmoricola endophyticus	3657555
Marmoricola ginsengisoli	4457833
Marmoricola pocheonensis	4923315
Marmoricola scoriae	4058582
Marmoricola solisilvae	3828516
Marmoricola sp000426045	4829548
Marmoricola sp001424755	3814797
Marmoricola sp003674065	4108260
Marmoricola_A caldifontis	4806234
Marmoricola_A sp011299595	4192138
Marmoricola_A sp902805845	3279375
Marmoricola_A sp902805865	3091057
Mumia flava	4402465
Mumia sp014127285	4173740.6666666665
Mumia xiangluensis	4622342
Nocardioides albertanoniae	4970507
Nocardioides albidus	4483902
Nocardioides albus	5654782.5
Nocardioides alkalitolerans	4854484
Nocardioides allogilvus	4091687.5
Nocardioides alpinus	4597502
Nocardioides aromaticivorans	5184003.5
Nocardioides baekrokdamisoli	2965302
Nocardioides caeni	4075875
Nocardioides cavernae	4296747
Nocardioides currus	4533856
Nocardioides daedukensis	3809834
Nocardioides daejeonensis	4402093
Nocardioides daphniae	3553506
Nocardioides deserti	4202611.5
Nocardioides dokdonensis	4376707
Nocardioides dongxiaopingii	4416650
Nocardioides eburneiflavus	4998011
Nocardioides euryhalodurans	4017744
Nocardioides exalbidus	4599849
Nocardioides flavus	4181013
Nocardioides ganghwensis	4494174
Nocardioides gansuensis	4766031
Nocardioides gilvus	3334633
Nocardioides ginsengisegetis	4498617
Nocardioides glacieisoli	4577250
Nocardioides guangzhouensis	5266113
Nocardioides halotolerans	4856512
Nocardioides humi	6220618
Nocardioides immobilis	6518718
Nocardioides insulae	4060447
Nocardioides jejuensis	3246243
Nocardioides jensenii	5102139
Nocardioides kongjuensis	5673606
Nocardioides lianchengensis	5296810.5
Nocardioides litoris	4658177
Nocardioides luteus	4953788
Nocardioides luteus_A	5761811
Nocardioides marinisabuli	4174695
Nocardioides marinus	3789225.5
Nocardioides oleivorans	4476421
Nocardioides panaciterrulae	4270706
Nocardioides panzhihuensis	6307769
Nocardioides pelophilus	4640730
Nocardioides perillae	3613620
Nocardioides phosphati	3542453
Nocardioides plantarum	4681321
Nocardioides psychrotolerans	4506658.5
Nocardioides rubriscoriae	4827237
Nocardioides sediminis	4284245
Nocardioides seonyuensis	3974362
Nocardioides silvaticus	4510621
Nocardioides simplex	5687366.5
Nocardioides soli	5813891
Nocardioides solisilvae	3583817
Nocardioides sp000015265	5265093.5
Nocardioides sp000192415	5932109
Nocardioides sp000364605	4434130
Nocardioides sp000519005	4786561
Nocardioides sp000620645	4560838
Nocardioides sp000620705	4684622
Nocardioides sp001423135	4145815
Nocardioides sp001425025	4490190
Nocardioides sp001425175	5489056
Nocardioides sp001426745	5234964.666666667
Nocardioides sp001427795	5214524.5
Nocardioides sp001428125	3845859
Nocardioides sp001428565	5014917
Nocardioides sp001428825	5136852
Nocardioides sp001429555	4386361
Nocardioides sp001429625	4407722
Nocardioides sp001627335	3575007.4166666665
Nocardioides sp002117935	5028589
Nocardioides sp002698575	4316983
Nocardioides sp002729525	5020691
Nocardioides sp002865585	3865738.6666666665
Nocardioides sp003053885	3393478
Nocardioides sp003054165	4910150
Nocardioides sp003600895	3466964
Nocardioides sp003633575	4367674
Nocardioides sp003660455	4752232
Nocardioides sp003710085	4010414
Nocardioides sp004014875	3307283
Nocardioides sp004137345	4604445
Nocardioides sp004522095	4785494
Nocardioides sp004522105	4831279
Nocardioides sp004803405	4665855
Nocardioides sp004919085	4408634
Nocardioides sp004919105	4516519
Nocardioides sp006007965	3531098
Nocardioides sp006494815	4434294
Nocardioides sp006715515	5952208
Nocardioides sp006715725	5367947
Nocardioides sp006715835	5992952
Nocardioides sp008123405	4624844
Nocardioides sp008373755	4771419
Nocardioides sp008373765	4190154
Nocardioides sp008761635	3998545
Nocardioides sp009557055	4265912.5
Nocardioides sp009699265	4078310
Nocardioides sp009701885	3963057
Nocardioides sp009702305	2901302
Nocardioides sp009780515	3622611
Nocardioides sp009823805	4638605
Nocardioides sp009858265	5971770
Nocardioides sp011045035	5300162
Nocardioides sp011046535	5120341
Nocardioides sp011250565	4273691
Nocardioides sp011300215	3784668
Nocardioides sp011420305	4118939.5
Nocardioides sp012272695	4078334
Nocardioides sp013155335	4918149
Nocardioides sp013155365	4259625
Nocardioides sp013155375	4378908
Nocardioides sp013177455	4376085.75
