rank	genome_size
Zag111 sp002405805	2054067
Zag111 sp002438405	1931730
Zag111 sp003258735	1925616.25
Zag111 sp004558955	2152481
Zag111 sp900555325	2129471
Zag111 sp902766105	1887225
RUG14156 sp902796305	1889124
RUG14156 sp902796515	1851886
GWF2-37-15 sp001784565	2265812
UBA9579 sp001784615	2443153.5
UBA9971 sp001784535	2086402
UBA9971 sp003499955	2243743
Ga0077546 sp001464165	6599159
Obscuribacter phosphatis	5179720
PALSA-1081 sp003151275	8362825
PALSA-1081 sp003153555	7839336
PALSA-1081 sp003963305	7480726
QKMZ01 sp003242885	6731905
QKMZ01 sp013997645	5735081
CAILLX01 sp903835185	4350214
SBAT01 sp005240105	3451481
Vampirovibrio chlorellavorus	3030228
Vampirovibrio chlorellavorus_A	2980943
Vampirovibrio chlorellavorus_B	2788942
Vampirovibrio chlorellavorus_D	2989442
Vampirovibrio sp902168245	4627601
Calditerrivibrio nitroreducens	2216552
Calditerrivibrio nitroreducens_A	1421762
Deferribacter autotrophicus	2542980
Deferribacter desulfuricans	2542933
ATWF01 sp000421105	2971658
Denitrovibrio acetiphilus	3222077
Denitrovibrio sp002869145	2878086
Denitrovibrio sp002869185	2781574
Geovibrio sp001603805	2851340
Geovibrio thiophilus	2997552
Seleniivibrio sp002452335	2627274
Seleniivibrio sp002452405	2967993
Seleniivibrio woodruffii	2915670.5
Flexistipes sinusarabici	2526590
Flexistipes sp002338145	2047374
Mucispirillum schaedleri	2334616
UBA228 sp002402635	3774844
Deinobacterium chartae	3761736
Deinococcus actinosclerus	4012279.5
Deinococcus aerius	4524446
Deinococcus aerolatus	3947311
Deinococcus aerophilus	3574422
Deinococcus alpinitundrae	4668476
Deinococcus apachensis	4452642
Deinococcus aquatilis	5003288
Deinococcus aquiradiocola	4150410
Deinococcus budaensis	3829613
Deinococcus deserti	3855329
Deinococcus ficus	3867069.5
Deinococcus fonticola	4235889
Deinococcus frigens	4031778
Deinococcus geothermalis	3203845
Deinococcus gobiensis	4406036
Deinococcus grandis	4088534.4
Deinococcus hopiensis	6650868
Deinococcus humi	5737639
Deinococcus indicus	4418819
Deinococcus irradiatisoli	3052043
Deinococcus koreensis	4500921
Deinococcus malanensis	4445242
Deinococcus marmoris	4800021
Deinococcus marmoris_A	5286835
Deinococcus metalli	4916623
Deinococcus metallilatus	4213753
Deinococcus murrayi	2779841
Deinococcus phoenicis	3807137
Deinococcus piscis	2796982
Deinococcus planocerae	4314847
Deinococcus proteolyticus	2886836
Deinococcus puniceus	2971983
Deinococcus radiodurans	3280293.285714286
Deinococcus radiophilus	2753082
Deinococcus radiopugnans	4180155.5
Deinococcus radiotolerans	4610636
Deinococcus reticulitermitis	3501127
Deinococcus ruber	6082746
Deinococcus sedimenti	4418357
Deinococcus seoulensis	4378706
Deinococcus soli	3995465
Deinococcus sp000745175	3169519
Deinococcus sp001424185	4602077
Deinococcus sp002017875	4420425
Deinococcus sp002953415	3567228
Deinococcus sp003028415	4067586
Deinococcus sp003860465	4397705
Deinococcus sp004801315	4619403
Deinococcus sp004801415	4552127
Deinococcus sp007280555	4007733
Deinococcus sp009017495	3989530
Deinococcus sp009377345	3493247
Deinococcus sp009755355	4730035
Deinococcus sp013337115	4224197
Deinococcus wulumuqiensis	3480723
Deinococcus_A peraridilitoris	4513714
Deinococcus_A yavapaiensis	4738722
Deinococcus_B maricopensis	3498530
Deinococcus_C cellulosilyticus	6106829
Deinococcus_C misasensis	5078290
Deinococcus_C roseus	5686891
JAAFIG01 sp013298185	4408500
JAAFIG01 sp013298595	4582226
Marinithermus hydrothermalis	2269167
Oceanithermus desulfurans	2431063
Oceanithermus profundus	2439291
Oceanithermus profundus_A	2194592
Calidithermus chliarophilus	4560606
Calidithermus roseus	3675477
Calidithermus timidus	3190628
Meiothermus cerbereus	3034817
Meiothermus granaticius	3261659
Meiothermus hypogaeus	3703952
Meiothermus luteus	2697824
Meiothermus ruber	3032331
Meiothermus ruber_A	3025219
Meiothermus rufus	2747076
Meiothermus sp003351145	2407594
Meiothermus taiwanensis	2994279.6
Meiothermus_B silvanus	3721669
Meiothermus_B sp003226535	3427107.5
Thermus amyloliquefaciens	2160855
Thermus antranikianii	2165150
Thermus aquaticus	2308543
Thermus arciformis	2442297
Thermus brockianus	2388273
Thermus caldifontis	2163786
Thermus caldilimi	2447659
Thermus caliditerrae	2218114
Thermus composti	2080570
Thermus igniterrae	2225983
Thermus islandicus	2263010
Thermus islandicus_A	1945262
Thermus oshimai	2331141.5
Thermus parvatiensis	2026349
Thermus scotoductus	2309940.9545454546
Thermus sediminis	2160271
Thermus sp000236585	2263488
Thermus sp000794385	2404183
Thermus tengchongensis	2478887.3333333335
Thermus tenuipuniceus	2261036
Thermus thermamylovorans	2250808
Thermus thermophilus	2181485.8666666667
Thermus thermophilus_C	2140665
Thermus_A filiformis	2386081
CSSed10-48 sp003556805	3571637
CSSed10-48 sp003567075	2720464
CSSed10-48 sp007122815	2812004
CSSed10-48 sp007130855	3403362
CSSed10-48 sp007695125	3684174
JAABTL01 sp011389865	3053851
JAABTL01 sp011390455	3316374
JAAYYF01 sp012515535	2470273
MPNL01 sp002239005	3211324
SKWV01 sp013697735	3520785
SLSQ01 sp007130355	2508509
Truepera radiovictrix	3260398
Truepera sp902806425	3837361
UBA6957 sp002707365	2047776.5
CAIWAD01 sp903910645	2953812.285714286
GCA-2742935 sp002742935	2861464.5
SLFX01 sp007124045	1975839
UBA12480 sp003477045	2239320
UBA4055 sp002382735	2507553
UBA4055 sp003252515	2522814
WTAK01 sp013139625	2614506
BOG-1370 sp003165355	1295424
JACDHA01 sp013821315	1440683
PRDV01 sp013815795	1653053
UBA12395 sp000996275	1139709.5
UBA12395 sp001000065	1310980
UBA12474 sp007116155	754937
Chromulinavorax destructans	1174272
GCA-2721975 sp002721975	979180
GCA-2401785 sp002401785	1108605
GWF2-32-72 sp000989525	987212
CAIKAH01 sp903825355	1353712
GWF2-37-49 sp000989955	1486996
UASB124 sp001468855	1504385
UASB340 sp000989185	1062320
2-12-FULL-36-22 sp001771315	906465
UBA12409 sp000991575	1091054.8
UBA12411 sp003511165	1228476.75
AWTP1-30 sp003963225	2429548
Vermiphilus pyriformis	1074689
DTFU01 sp011389435	1955978
UBA1551 sp001871075	2664257.5
UBA1559 sp001871015	1757663.3333333333
DSZL01 sp011367125	1655733
DTJU01 sp011361925	1670645
DTJU01 sp011370455	1760105
RBG-16-54-11 sp001797905	2370765
DTGN01 sp011334915	4257753
DTGX01 sp011047885	2999509
DTGX01 sp011334825	2738375
JACAEX01 sp013388635	3418377
RBG-16-49-23 sp001798855	3825374
UBA1163 sp002311635	4146474
UBA1163 sp002327885	3576697
UBA1163 sp002327985	3950040
UBA1163 sp002780715	3126500
UBA1163 sp013388645	3950824
Desulfarculus baarsii	3655731
Desulfocarbo indianensis	5114044
Dethiosulfatarculus sandiegensis	5934994
SURF-10 sp003605055	3600587
Adiutrix intracellularis	2099062
DTHB01 sp011334855	2301387
DTKJ01 sp011333555	2367468
DTKJ01 sp011358955	3109015
DTKJ01 sp011389355	3259984
Desulfobacca acetoxidans	3133168.3333333335
Desulfobacca_B sp002049795	2559599.5
DTOO01 sp011334425	3378684
B23-G16 sp003647435	3787600
B60-G16 sp003647275	2998128
C00003060 sp001751085	2219351
JABXJW01 sp013375395	4250248
JABXJX01 sp013375375	2176260
S7086C20 sp001751075	2653970
C00003106 sp001751015	2179089.5
DTYH01 sp012961955	3027039
B33-G16 sp003646875	2201702
B111-G9 sp003646865	2467247
B111-G9 sp003646995	3849174
B17-G16 sp003646975	3251324
B46-G9 sp003646815	3465865
CG2-30-51-40 sp001874005	3426893.5714285714
Desulfatiglans anilini	4667344
Desulfatiglans sp900498135	4801105
DSCZ01 sp011048855	3482280
DUZB01 sp013349725	3032840
JABMQV01 sp013203065	4030799
JACNIU01 sp011051075	3163740
JACNIU01 sp014382715	4025989
JACNIU01 sp014382905	4559649
NaphS2 sp000179315	6554722
UBA5623 sp002424495	4020740
UBA5623 sp900258555	5426628
DTHC01 sp011334845	2363504
DSXZ01 sp011367735	4682929
HGW-15 sp002840535	6164704.5
JAAZBV01 sp012513605	4953197
RPPU01 sp003819975	5136514
4572-123 sp002084545	3181930
B30-G6 sp003647375	5413608
BuS5 sp000472805	3600571
CAFBRK01 sp903231505	5663612.5
CR-1 sp900659855	3255155
Desulfatibacillum aliphaticivorans	6493516.5
Desulfatibacillum alkenivorans	6467702
Desulfatirhabdium butyrativorans	4481975
Desulfatirhabdium butyrativorans_A	3967213
RAAP-1 sp001443525	4091572
RAAP-1 sp903839535	5620825.333333333
RAAP-1 sp903909505	6128921
RAAP-1 sp903953895	4681151
UBA4064 sp002382065	4782024.666666667
4572-130 sp002084425	1943540
Desulfamplus magnetovallimortis	6677998
Desulfobacter curvatus	5644283
Desulfobacter hydrogenophilus	5074563
Desulfobacter latus	4317866
Desulfobacter postgatei	3844978.5
Desulfobacter postgatei_B	2791282
Desulfobacter sp003538835	5557851
Desulfobacter vibrioformis	4466775
Desulfobacterium_A vacuolatum	5035799
Desulfobacterium_B autotrophicum	5657782
Desulfobacula sp001799395	4738565
Desulfobacula sp011390435	3478134
Desulfobacula sp012031875	4946922
Desulfobacula sp013151635	4214283
Desulfobacula sp014237455	3477403
Desulfobacula sp014383445	4849195
Desulfobacula toluolica	5034624.5
Desulfospira joergensenii	6119470
Desulfotignum balticum	5118755
Desulfotignum phosphitoxidans	4998761
Desulfotignum sp011389555	3785559
Desulfotignum sp011389575	3562528
Desulfotignum sp011389835	3165108
Desulfotignum sp011390335	4031932
Desulfotignum sp011390635	4092648
MADRE2 sp004796375	5613049
NBML01 sp013792075	5317166
Desulfococcus multivorans	4424721.5
Desulfonema ishimotonii	6638737
JAABRU01 sp011390755	6903312
JAABSP01 sp011390345	4445793
JAABSQ01 sp011390315	4328463
JAABTD01 sp011389855	5257679
JAABTD01 sp011390065	5044952
Desulfoluna butyratoxydans	6440645
Desulfoluna sp013619155	4550739
Desulfoluna spongiiphila	6608748
Desulfobotulus alkaliphilus	4004434
Desulfobotulus mexicanus	3834615
Desulforegula conservatrix	4469042
Desulfatitalea sp000961655	5997605
Desulfatitalea sp003599575	6448682
Desulfatitalea sp013041835	4320933
Desulfatitalea tepidiphila	5614477
Desulfosarcina alkanivorans	7324708
Desulfosarcina cetonica	7092334
Desulfosarcina ovata	8021889
Desulfosarcina sp002352605	3032252
Desulfosarcina sp014237405	4577016
Desulfosarcina widdelii	7297718
JABDIN01 sp013003715	5497389
Desulfosudis oleovorans	3944167
Desulfosudis sp002085115	2336261
B13-G4 sp013792055	3174343
B13-G4 sp014237365	3489866
ETH-SRB1 sp004193555	3338582
JACNLL01 sp013202725	1584026
JACNLL01 sp014381545	2066378
GCA-2748835 sp002748835	2426851
JAABTS01 sp011389735	6516810
Magnetomorum sp002753725	5965504
QNYZ01 sp003973265	3271827
RPRI01 sp003818505	4431018
RPRI01 sp011391695	2816055
SG8-13 sp001303025	3800553
SKZT01 sp007127235	3461858.6
SKZT01 sp011389745	3736494
DUZK01 sp013349495	3868622
SURF-15 sp003599475	5286639
B1SED10-16 sp007127175	2606915
B1SED10-16 sp007134875	2875616
B1SED10-16 sp011389515	3242737
B1SED10-16 sp011389935	2841785
Desulfosalsimonas propionicica	4022696
Desulfosalsimonas sp011389605	3119104
JAADHK01 sp013151835	3325361
SURF-3 sp003599885	4510827
SURF-3 sp011390415	3408813
SURF-3 sp011390465	3930023
SURF-3 sp014237465	5093090
SURF-33 sp003597945	3721503
SURF-7 sp003599865	5013143
SURF-7 sp013824585	4160889
JAAXQD01 sp012974475	2740487
JACNIG01 sp014383215	4785434
JACNJH01 sp014382665	3845183
S5133MH16 sp001751005	3022102
S5133MH16 sp004193595	5261976
UBA11574 sp002868985	3048304
GCA-002779465 sp002771315	2752637
UBA2156 sp002328165	2932639
UBA2156 sp011049715	5381058
SpSt-501 sp011328735	3567021
UBA2174 sp002327445	3830543
UBA2174 sp011042305	2833577
UBA2245 sp002347265	2940494.5
UBA5616 sp002423615	3659335
VMSV01 sp013791935	4707430
JABZFP01 sp014237395	5864733
UBA5852 sp002432195	4771136
YD0425bin50 sp002753105	4970345
YD0425bin51 sp002753225	5221616
BM004 sp002868955	2663152
BM004 sp012974315	2155608.5
YD12-FULL-57-12 sp001799275	3840731
BMS3Abin13 sp002897615	2656122
BMS3Abin13 sp013151365	2175272
Desulfobulbus elongatus	3961953
Desulfobulbus oralis	2774417
Desulfobulbus propionicus	3851869
Desulfobulbus sp009778235	2126945
Desulfobulbus sp009778955	2660121
Desulfobulbus sp009780825	2748357
Desulfobulbus sp012729435	2555489
Desulfobulbus sp012744275	2825743
Desulfobulbus sp013201405	2457598
Desulfobulbus sp903842475	4174984
Desulfobulbus sp903896915	3216203
Desulfobulbus_A japonicus	5800571
Desulfobulbus_A mediterraneus	4796810
Desulfobulbus_A propionicus_B	2001158
Desulfobulbus_B propionicus_A	1808853
Desulfobulbus_C rimicarensis	2921014
DRKI01 sp011051875	3085727
DRLX01 sp011051825	3528378
DRLX01 sp011322715	3190221
Electronema sp004284765	2762383
Electronema sp011391865	2802615
Electrothrix aarhusiensis	3734523
Electrothrix sp011389815	4003943
UBA10518 sp003508005	3011388
UBA10518 sp011372855	2697613
CAIUQR01 sp903901335	4835903.75
Desulfocapsa sulfexigens	4023512
Desulfofustis glycolicus	4977298
Desulfopila aestuarii	6065581
Desulfopila sp005116655	6751878
Desulfopila sp005116675	5653142
Desulfopila sp010646885	6244516
Desulfoprunum benzoelyticum	3784550
Desulfoprunum sp000769715	4211782
Desulfoprunum sp008933635	4550025
Desulforhopalus singaporensis	5008860
Desulforhopalus sp000961725	6515854
Desulforhopalus sp001799365	4509726
Desulforhopalus sp002733995	4123694
Desulforhopalus sp005116575	5748492
Desulforhopalus sp005116645	5633479
Desulforhopalus sp011390165	3588576
Desulforhopalus sp011391225	3002185
Desulforhopalus sp013139415	4497267
Desulforhopalus sp903875445	5144779.4
Desulfotalea psychrophila	3659634
JABDPQ01 sp013042695	4835090
JABDQA01 sp013042475	3280250.5
JACNLK01 sp014381505	2083340
MADRE3 sp004796425	4395545
PB-SRB1 sp003500125	3476558
SZUA-575 sp003249645	3736504
UBA2270 sp002347745	4075279.5
UBA2270 sp009773475	3031996
UBA2270 sp013426795	3283472
UBA2270 sp903887485	3113096.6666666665
UBA2270 sp903891045	2885677.5
UBA2775 sp001750925	3128497
UBA2775 sp002352445	4214536
UBA8130 sp003509305	1772452
BM506 sp002868945	3706988
CG2-30-60-27 sp001873115	2515961
DB1 sp001914235	3868181
Desulfurivibrio alkaliphilus	3097763
Desulfurivibrio sp003557565	2233270
Desulfurivibrio sp004332195	1659679
DUZU01 sp013349285	2675335
JAADIV01 sp011330685	2885418
JAADIV01 sp013151175	2200980
JACNJZ01 sp014382295	3012228
SURF-16 sp003249165	3535423
SURF-16 sp003605035	4224438
UBA2262 sp001799255	2463609
UBA2262 sp001799285	3036381
UBA2262 sp002347095	3142940.5
UBA2262 sp002347185	2854414
UBA2262 sp002841785	2848059
UBA2262 sp003517965	2522185
UBA2262 sp013349295	2902378
UBA2262 sp013791995	2958178
UBA2262 sp903869265	2794112.564102564
UBA5123 sp002414225	3510491.5
VMSU01 sp013792005	4004617
XYD12-FULL-50-9 sp001799225	3769239
Desulfofervidus auxilii	2540211
CAITZA01 sp903896745	3736434.4
CAIXMD01 sp903920415	2719011
CAJBEZ01 sp903952205	4620089.05
Desulfomonile tiedjei	6527027
DTGT01 tiedjei_A	3045285
DSAD01 sp011372875	2786424
DSBG01 sp011046135	2922320
MWEI01 sp002071045	2813711
UBA1062 sp001896555	3314423
UBA1062 sp002316295	3319601.6666666665
UBA1062 sp002448235	3765630
Desulfohalobium retbaense	2909567
Desulfovermiculus halophilus	3242094
JAABTT01 sp011389765	3503997
Desulfomicrobium apsheronum	4254075
Desulfomicrobium baculatum	3942657
Desulfomicrobium escambiense	3782107
Desulfomicrobium norvegicum	4352996
Desulfomicrobium orale	2783374
Desulfomicrobium sp002412965	4124563
Desulfomicrobium sp002841885	3990358
Desulfomicrobium sp009930495	3204701
Desulfomicrobium sp012727515	2323168
Desulfomicrobium sp012727715	2530327
Desulfomicrobium sp012729655	2841060
UBA12183 sp003530935	2153224
Desulfonatronum lacustre	3761451
Desulfonatronum sp002299865	1605918
Desulfonatronum sp003046795	4164174
Desulfonatronum sp007693505	3940777
Desulfonatronum sp011049455	2874005
Desulfonatronum thioautotrophicum	4634603
Desulfonatronum thiodismutans	3923654
Desulfonatronum thiosulfatophilum	3602125
Desulfonatronospira sp003551145	1606553
Desulfonatronospira sp003551155	2010341
Desulfonatronospira sp003553695	1900415.75
Desulfonatronospira sp003563255	3306943.5
Desulfonatronospira sp007125075	2368569.75
Desulfonatronospira thiodismutans	3051079
Desulfonatronovibrio hydrogenovorans	2939696
Desulfonatronovibrio magnus	4809662
Desulfonatronovibrio sp003557865	1799777
Desulfonatronovibrio sp003566455	2752957
Desulfonatronovibrio sp007121655	2040771.5
Desulfonauticus sp001507915	2014887.5
Desulfonauticus submarinus	2100696
Desulfoplanes formicivorans	3000979
Alteridesulfovibrio inopinatus	5767550
Aminidesulfovibrio aminophilus	3419064
Aminidesulfovibrio sp002382645	2862623
Bilophila sp900553145	3637953
Bilophila sp902373525	3409168
Bilophila wadsworthia	4507785
CAILNX01 sp903835685	4057829.8
Desulfobaculum xiamenense	3643426
Desulfocurvibacter africanus	4177515.3333333335
Desulfocurvus vexinensis	3627185
Desulfohalovibrio alkalitolerans	3202328
Desulfohalovibrio reitneri	3390909
Desulfohalovibrio sp000422205	3912295
Desulfolutivibrio sulfodismutans	4408050
Desulfolutivibrio sulfoxidireducens	4243487.5
Desulfovibrio desulfuricans	3410961
Desulfovibrio desulfuricans_A	3148381.4
Desulfovibrio desulfuricans_C	3251440
Desulfovibrio fairfieldensis	3718588.75
Desulfovibrio intestinalis	3439280
Desulfovibrio kirbyi	1611038
Desulfovibrio legallii	2562258.5
Desulfovibrio legallii_A	2633025.5
Desulfovibrio piger	2724720
Desulfovibrio piger_A	2597129.5
Desulfovibrio sp000403945	2600946
Desulfovibrio sp002159665	2853881
Desulfovibrio sp002237645	3471252
Desulfovibrio sp002369295	2625396
Desulfovibrio sp003860215	2637021
Desulfovibrio sp009712225	3668018
Desulfovibrio sp009773975	2175312.5
Desulfovibrio sp009929215	3111400
Desulfovibrio sp011039085	2971114.5
Desulfovibrio sp011039135	2706286.5
Desulfovibrio sp900095395	3464025
Desulfovibrio sp900319575	2269905.8
Desulfovibrio sp900540515	3371728.5
Desulfovibrio sp900546145	2346959.5
Desulfovibrio sp900547595	2235503
Desulfovibrio sp900556755	2528843.3333333335
Desulfovibrio trichonymphae	1410056
Desulfovibrio_Q ferrophilus	3720107
Desulfovibrio_R indonesiensis	4286425
Desulfovibrio_R marinus	4946865.5
FLUQ01 sp900079685	4009354
Frigididesulfovibrio cuneatus	3359127
Frigididesulfovibrio sp002293605	2099985
Frigididesulfovibrio_A litoralis	2741424
Fundidesulfovibrio putealis	4705742
Fundidesulfovibrio sp013019105	4463309
Halodesulfovibrio aestuarii	3497443.3333333335
Halodesulfovibrio marinisediminis	3710653
Halodesulfovibrio psychrotolerans	3789173
Halodesulfovibrio sp003252375	3436273
Halodesulfovibrio sp009914765	4169521
Halodesulfovibrio sp013340285	4110120
Halodesulfovibrio spirochaetisodalis	3614588
Humidesulfovibrio mexicanus	3535439
Humidesulfovibrio sp001799475	3051939
Humidesulfovibrio sp001871085	2970163
Humidesulfovibrio sp002422505	3175417
Humidesulfovibrio sp002840405	3510156
Humidesulfovibrio sp903843965	3616529
Lawsonia intracellularis	1701056.7142857143
MADRE1 sp004796465	3852664
Mailhella massiliensis	3465670
Mailhella sp003150275	3692243.6666666665
Mailhella sp003512875	1707992
Mailhella sp900541395	2622444
Mailhella sp900770205	2106923
Mailhella sp902783285	1901386
Maridesulfovibrio bastinii	3909169
Maridesulfovibrio ferrireducens	3872848
Maridesulfovibrio frigidus	4185035
Maridesulfovibrio gilichinskyi	3962538
Maridesulfovibrio hydrothermalis	3683788.5
Maridesulfovibrio salexigens	4289847
Maridesulfovibrio sp002340305	3627533
Maridesulfovibrio sp004923195	4610229
Maridesulfovibrio sp006210265	3928489
Maridesulfovibrio sp010470665	4488098
Maridesulfovibrio sp010470675	4406278
Maridesulfovibrio zosterae	4092653
Megalodesulfovibrio gigas	3792123.5
Nitratidesulfovibrio sp000226255	3845392.6
Nitratidesulfovibrio sp011682075	4237864
Nitratidesulfovibrio termitidis	4257954
Nitratidesulfovibrio vulgaris	3579928.3333333335
Nitratidesulfovibrio vulgaris_A	4144050.5
Oleidesulfovibrio alaskensis	3642096
Paradesulfovibrio bizertensis	3266412
Paucidesulfovibrio gracilis	3179481
Paucidesulfovibrio longus	3701832
Pseudodesulfovibrio aespoeensis	3629109
Pseudodesulfovibrio brasiliensis	3565101
Pseudodesulfovibrio desulfuricans_A	3858580
Pseudodesulfovibrio hydrargyri	4081579
Pseudodesulfovibrio indicus	3962609
Pseudodesulfovibrio oxyclinae	3324581
Pseudodesulfovibrio piezophilus	3646098
Pseudodesulfovibrio profundus	3851391.5
Pseudodesulfovibrio senegalensis	3365778
Pseudodesulfovibrio sp004025585	3678351
Pseudodesulfovibrio sp008001235	3886744
Pseudodesulfovibrio sp009729555	3227153
Pseudodesulfovibrio sp009762795	3909950
Pseudodesulfovibrio sp010468615	3570590
Pseudodesulfovibrio sp012516435	4082342
Solidesulfovibrio aerotolerans	4616119
Solidesulfovibrio alcoholivorans	5128906
Solidesulfovibrio carbinolicus	4688868
Solidesulfovibrio carbinoliphilus	4221670
Solidesulfovibrio fructosivorans	4673595
Solidesulfovibrio magneticus	5315620
Solidesulfovibrio magneticus_A	4391518
Solidesulfovibrio magneticus_B	4218885
Solidesulfovibrio magneticus_C	4844648
Solidesulfovibrio sp000245055	4590519
Solidesulfovibrio sp000801335	5073175
Solidesulfovibrio sp001936595	4854132
UBA6079 sp002428705	4541696
UBA6814 sp002452635	3614028
RZZR01 sp009929795	3174928
Dissulfuribacter thermophilus	2524199
Dissulfurirhabdus thermomarina	2515330.5
JAADCZ01 sp013154175	2330419
DTYO01 sp012961845	2302377
UBA3076 sp002367355	2606474
UBA3076 sp003194485	2549842
UBA3076 sp003194495	3571848
UBA3076 sp003645605	1911994
UBA3076 sp011042225	2049612
UBA5754 sp002419025	1885320
DTXE01 sp012962595	2091276
DSVT01 sp011327825	4048434
JdFR-97 sp002010915	4102562
QYQD01 sp011046395	2731612
SM23-61 sp001304105	4241461
SM23-61 sp003154025	5732711
SM23-61 sp013388675	4997860
UBA8473 sp002782605	2614993.3333333335
UBA8473 sp009773075	2105831
CAIRTM01 sp903881505	2954577
CAIWCT01 sp903911225	4857650
DTGY01 sp011338165	2644110
CAIYCZ01 sp903924805	2994626
DSVK01 sp011328795	3377492
CG2-30-49-12 sp001873675	2354654.3333333335
DTLJ01 sp011333345	2081504
DTLK01 sp011333305	2027819
Fen-1087 sp003161855	2097575
JAAYKM01 sp012522415	2362669
PHBD01 sp002841865	3982708
PHBD01 sp013177825	4238264
FEN-1160 sp003142835	2494259
Fen-1166 sp002068015	3596535
Fen-1166 sp002840565	3990621
Fen-1166 sp003142535	2928323
Fen-1166 sp903907985	3425627
Smithella sp000747625	2972549
Smithella sp000753945	2963352.6666666665
Smithella sp001412345	3037843
Smithella sp001683985	2753163
Smithella sp002441205	3190039
Smithella sp002840505	3282923
Smithella sp002840555	3511991
Smithella sp003139775	3196976.769230769
Smithella sp003141615	3539553
Smithella sp011371695	2406679
UBA4810 sp001797845	2430621
UBA4810 sp002402545	2311654
UBA4810 sp002418825	2019005
UBA4810 sp002478265	2344424
UBA4810 sp002479215	2911428.5
UBA4810 sp011046295	2179048
UBA8904 sp002070455	3151617
UBA8904 sp002304995	3381254
UBA8904 sp002347685	3868277
UBA8904 sp002382045	2952923
UBA8904 sp002840435	4086018
UBA8904 sp002840635	3304979
UBA8904 sp003506745	2365636.5
UBA8904 sp009668925	4149495
UBA8904 sp009773315	2978281
UBA8904 sp012510495	2803772
UBA8904 sp012522275	2529215
UBA8904 sp012729055	3362610
UBA8904 sp012797505	2859676
UBA8904 sp903904655	3810235
Syntrophus aciditrophicus	2813771.6666666665
Syntrophus gentianae	3716692
Syntrophus sp002067745	2904164
Syntrophus sp002067815	2837355
Fen-1135 sp003142295	3277791
Fen-1135 sp003142635	3615266.5
Fen-1135 sp003153775	3083918.5
Fen-1135 sp903893135	2987748.5
MLS-D sp002030015	2512366
UBA2210 sp002327865	2206588.5
UBA6078 sp002428735	2999506
UBA2251 sp002347815	2724644
UBA4767 sp002403385	1823156.5
UBA2192 sp002327315	3477209
UBA2192 sp002419215	3466480
UBA2192 sp012728915	2787012
UBA2192 sp013177795	3465048
UBA2207 sp002418885	1974064
UBA4054 sp002383495	2704793
UBA4778 sp002403175	3438370
UBA5619 sp001830835	2504602.5
UBA5619 sp001873745	3260233.5
UBA5619 sp002423465	3181920
UBA5619 sp002424545	2604462
UBA5619 sp003141195	3191800.8
UBA5619 sp013824905	2735816
UBA5619 sp903928915	3956507.3333333335
UBA6109 sp002428445	4194649
DSDU01 sp011056835	3407030
UBA3084 sp002367335	2100440
UBA6807 sp002441265	3459671
UBA8958 sp903885795	3837226.6666666665
BM002 sp002899795	3528909
CG2-30-61-12 sp001873705	3671253
Desulfacinum hydrothermale	3696795
Desulfacinum infernum	4239823
Desulfacinum sp014359885	4333462
Desulfoglaeba alkanexedens	3365583
Desulfosoma caldarium	3423351
Desulfosoma infernum_A	3740739
Delta-01 sp001603845	4293028
Desulforhabdus sp007244385	5198895
DSUX01 sp011328915	4912880
JAAYUJ01 sp012517315	4434934
JAAYUJ01 sp012517775	4142655
JAAYUU01 sp012517535	4221361
JABUEY01 sp013314815	4064970
SbD1 sp003165235	7069843
SbD1 sp900290365	4665561
SLCH01 sp003566995	2852148
SLCH01 sp007125915	2723797
Syntrophobacter fumaroxidans	4990251
UBA696 sp002298165	4626764
UBA696 sp002298995	4170275
Thermodesulforhabdus norvegica	2808342
Thermosulfuriphilus ammonigenes	2284689.5
Thermodesulfatator atlanticus	2302285
Thermodesulfatator autotrophicus	2270963
Thermodesulfatator indicus	2322224
Thermodesulfatator_A atlanticus_A	1888762
Thermodesulfatator_A sp013153725	1597903
Caldimicrobium sp002441555	1659636
Caldimicrobium sp009903935	1555502
Caldimicrobium sp011055415	1709417
Caldimicrobium sp011375865	1185465
Caldimicrobium thiodismutans	1814952
Caldimicrobium thiodismutans_A	1298798
Caldimicrobium thiodismutans_B	1482149.5
Thermodesulfobacterium commune	1528788.125
Thermodesulfobacterium geofontis	1663424.5
Thermodesulfobacterium geofontis_A	1367304
Thermodesulfobacterium geofontis_C	1742117
Thermodesulfobacterium geofontis_D	1350603
Thermodesulfobacterium hveragerdense	1729593
Thermodesulfobacterium hydrogeniphilum	1687244
Thermodesulfobacterium sp008630935	1829881
Thermodesulfobacterium sp013153525	1861872
Thermodesulfobacterium thermophilum	1787382
Thermosulfurimonas dismutans	2119932
Thermosulfurimonas_A dismutans_A	1912686
Thermosulfurimonas_A marina	1763258
Thermosulfurimonas_A sp003978075	1394478
Bin18 sp002238415	5243325
Bin18 sp011523265	4825958
JAAXHF01 sp011523315	4465856
JABFSC01 sp009692435	2141984
JABFSC01 sp013140885	5775381
Binatus soli	3669148
Binatus sp003135135	3711650.2
Binatus sp003135855	4499885
Binatus sp003161515	4046717
DTIX01 sp011334465	3371523
CADEER01 sp902826395	6090100
HRBIN30 sp002898795	3727088
HRBIN30 sp011054845	3686698
CAITLU01 sp903893315	3652562.75
UBA1149 sp002311335	2633099.5
UBA1149 sp012960245	2818760
